0,1,2,3,4,5,6,7
853,public,[ˈpʌblɪk],"a.公共的，公众的；公开
的 n.[the~]平民，民众","Make suggestions to your friends in
private. Praise your friends in public.","劝告朋友要在无人的地方，赞扬朋友可
在人多场合。",,
854,pull,[pʊl],"v.拉，拖 n.拉，拖；拉
力，引力",The horse was pulling a cart.,那匹马拉着一辆马车。,,
855,punish,[ˈpʌnɪʃ],vt.惩罚，处罚,"The teacher punished him for cheating
in the exam.",老师因为他考试作弊而惩罚他。,,
856,purpose,[ˈpɜ:pəs],n.意图，目的,"The purpose of life is a life of purpose.
（Robert Byrne）","生活的目的是有目的地生活。
(罗伯特·伯恩）",,
857,push,[pʊʃ],"n.推（力） v.推；推动；
逼迫",Give the gate a push and it will open.,推一下门就会开的。,,
858,put,[pʊt],v.放，摆,"The exam results will be put up on Friday
afternoon.",这次考试成绩将于星期五下午张贴。,,
859,puzzle,[ˈpʌzl],"n.谜；难题，令人费解的
事",Her behaviour was a puzzle to him.,她的行为对他来说是个谜。,,
860,quality,[ˈkwɒləti],n.质量；品德；性质,"The changes of quantity cause the
changes of quality.（Marx）",量变引起质变。（马克思）,,
861,quantity,[ˈkwɒntəti],n.量，数量；大量,"They were able to produce it in large
quantities.",他们能够大量生产它。,,
862,quarrel,[ˈkwɒrəl],vi./n.争吵,"I had a quarrel with my boss the other
day.",那天我和老板吵了起来。,,
863,question,[ˈkwestʃən],n.问题 vt.质疑；问,I questioned the truth of her story.,我怀疑她的故事是否真实。,,
864,queue,[kju:],n.行列，队 vi.排队,We queued up for the bus.,我们排队等公共汽车。,,
865,quit,[kwɪt],"v.离开，辞职；停止，放
弃","If I don't get more money, I will quit.",不给我加薪，我就辞职。,,
866,quite,,ad.相当，十分,"It's quite warm today, but it's not hot.",今天相当暖和，但并不热。,,
867,race,[reɪs],"n.种族，民族；竞赛，赛
跑 v.跑，同……赛跑","People of different cultures and races
can wear the same kind of clothing.","不同文化和种族的人们可以穿相同的衣
服。",,
868,railway,[ˈreɪlweɪ],n.铁路,"The railway reaches as far as the next
town.",这条铁路一直延伸到下一个城镇。,,
869,rain,[reɪn],vi.下雨 n.雨,It never rains but it pours.,不雨则已，一雨倾盆。/祸不单行。,,
870,raise,[reɪz],"vt.举起；提高；筹募；抚
养","Rise your hand if you know the right
answer.",如果你知道正确答案，请举手。,,
871,range,[reɪndʒ],"n.范围，距离，射程；
列，排；（山）脉 v.变
化；（使）排列成行","The temperature ranges from 25 to 30
degrees centigrade.",温度在 25℃~30℃之间变动。,,
872,rank,[ræŋk],"n.军衔；等级；（社会）
地位","She was not used to mixing with people
of high social rank.","她不习惯和社会地位高的人搅和在一
起。",,
873,rapid,[ˈræpɪd],a.快的，迅速地,He had a rapid recovery from his illness.,他迅速恢复了健康。,,
874,rate,[reɪt],"n.比率；速度；等级；价
格，费用 v.评价，估价；
划分等级","Most people walk at an average rate of
5 kilometers an hour.","大多数人步行的平均速度为每小时 5
千米。",,
875,rather,[ˈrɑ:ðə(r)],ad.相当；宁可,"He would rather keep time for his
hobbies.",他宁愿把时间花在自己的业余爱好上。,,
876,ray,[reɪ],n.光线，射线,He has a gun that fires invisible rays.,他有一支能射出隐形射线的枪。,,
877,reach,[ri:tʃ],"v.到达；拿到；伸出手；
延伸 n.伸手可及的距离","Always remember to put such
dangerous things as knives out of
children's reach.","时刻记住要把像刀子这样的危险物品放
在孩子们够不到的地方。",,
878,react,[riˈækt],"vi.作出反应；回应；起化
学反应","Local residents have reacted angrily to
the news.",当地居民对这一消息表示愤怒。,,
879,read,[ri:d],v.读；理解；写着,"While reading today's newspaper, I read
about the traffic accident.","看今天的报纸时，我读到那次事故的情
况。",,
880,ready,[ˈredi],a.准备好的；乐意的,He is always ready to help his friends.,他总是乐意帮助朋友。,,
881,real,[ˈri:əl],"a.真的，真实的；现实
的，实际的","Love is an ideal thing, marriage a real
thing.（Shakespeare）","爱情是理想，婚姻是现实。
（莎士比亚）",,
882,reality,[riˈæləti],n.真实；现实,"She says she's poor, but in reality she has
a lot of money.",她说她很穷，但事实上她很有钱。,,
883,"realise/-
ze","[ˈri:əlaɪz]/['rɪ
əlaɪz]",vt.认识到；实现,He didn't realize his mistake.,他还没有认识到他的错误。,,
884,really,[ˈri:əli],ad.确实，真正地,He didn't tell us what he really thought.,他没有对我们说出他心中的真实想法。,,
885,reason,[ˈri:zn],n.理由，原因；理性,"The reason why he is absent from work is
that he is ill.",他因病缺勤。,,
886,receive,[rɪˈsi:v],vt.收到，接到,"He received a gift, but he didn't accept
it.",他收到了一件礼物，但他并没有接受。,,
887,recent,[ˈri:snt],a.最近的，近来的,"A lot of research work has been carried
out in recent years.",近年来进行了很多研究工作。,,
888,"recognize
/-ise","[ˈrekəgnaɪ
z]/ ['rekəgna
ɪz]",vt.认出,"I knew the boy several years ago, but
now I can hardly recognize him.","几年前我认识了那个男孩，但是现在我
几乎认不出他了。",,
889,recommend,"[ˌrekəˈ
mend]",vt.推荐；劝告，建议,"She was strongly recommended from
the post.",她获大力推荐担任了这个职务。,,
890,record,[ˈrekɔ:d],"v.记录，记载；录音，录
像 n.记录；纪录；唱片","I recorded the speech made by the
famous player with my recorder.He said
in his speech,"" To set a record is difficult,
but to keep a record is even more
difficult.""","我用录音机将那位著名选手的发言录了
下来。他在发言中说：“创一项记录
难，然而要保住一项纪录更难。”",,
891,recover,[rɪˈkʌvə(r)],"v.恢复，康复；弥补，挽
回","I am now in hospital recovering from
liver failure.","我现在住院了，患的是肝衰竭，正在恢
复中。",,
892,reduce,[rɪˈdju:s],vt.缩小，减少,"Linda reduced her weight by five
kilograms.",琳达的体重减轻了 5 公斤。,,
893,refer,[rɪˈfɜ:(r)],"v.涉及，提到；提交；指
的是；查阅，参考","We agreed never to refer to the matter
again.",我们商定永不再提这件事。,,
894,reflect,[rɪˈflekt],"v.反射；反映，表现；反
省，考虑","He looked at his face reflected in the
mirror.",他看着镜子里自己的脸。,,
895,reform,[rɪˈfɔ:m],vt./n.改革，改良，改造,Many reforms in education are needed.,教育需要大力改革。,,
896,refuse,[rɪˈfju:z],v.拒绝,"She just refuses to stop talking while she
works.",她在工作时老是喋喋不休。,,
897,regard,[rɪˈgɑ:d],"vt.把……看做；注意；尊
重 n.问候；重视；尊敬","In regard to your suggestion, we will
discuss it next time.",关于你的建议，我们下次再讨论。,,
898,regret,[rɪˈgret],n./v.懊悔；遗憾，惋惜,"I regretted to tell him that he had been
dismissed. To my surprise, he said to me,
""I have no regrets.I only regret having
taken the wrong job.""","我遗憾地告诉他他被解雇了。使我惊讶
的是，他对我说：“我没有任何遗憾。
我唯一后悔的是我选错了工作。”",,
899,regular,[ˈregjələ(r)],a.规则的，定期的,We hold regular meetings.,我们定期召开会议。,,
900,relate,[rɪˈleɪt],"v.涉及，与……有关；
将……联系起来",The symbols relate to an earlier system.,这些标志和以前的制度有关联。,,
901,relation,[rɪˈleɪʃn],n.关系；联系；亲属,"There is a close relation between a
proper diet and good health.",均衡饮食和良好的健康有密切的关系。,,
902,relax,[rɪˈlæks],v.(使）松弛，（使）放松,Let your muscles relax slowly.,让你的肌肉慢慢放松。,,
903,relief,[rɪˈli:f],"n.（痛苦等）减轻，缓
解；宽慰，轻松","We all breathed a sign of relief when he
left.","他走了以后，我们大家都如释重负地松
了一口气。",,
904,rely,[rɪˈlaɪ],"vi.依靠，依赖；信赖；指
望",You can rely on me to keep your secret.,你尽管相信我，我一定为你保密。,,
905,remain,[rɪˈmeɪn],"v.保持不变；仍然是；遗
留","The little girl who got lost decided to
remain where she was and wait for her
mother.","这个迷路的小女孩决定待在原地等她的
母亲。",,
906,remember,"[rɪˈmembə
(r)]",vt.记得，想起,"“Remember to return the bat to me.""
""But I remember returning it to you.""","“记得把球拍还给我。”“可是我记得已
经还给你了。”",,
907,remind,[rɪˈmaɪnd],vt.提醒，使想起,"Mary, I reminded John of his promise to
help you.","玛丽，我已经提醒约翰记住他要帮助你
的承诺了。",,
908,remove,[rɪˈmu:v],"vt.拿走；移动；脱掉（衣
服）","Will you remove the vase from the
table?",你可以把花瓶从桌子上拿走吗？,,
909,repair,[rɪˈpeə(r)],vt./n.修理，修补,Can you repair my bike?,您能给我修修自行车吗？,,
910,reply,[rɪˈplaɪ],n./v.回答，答复,"I am writing in reply to your letter of 16
March.",3 月 16 日来函收悉，现答复如下。,,
911,report,[rɪˈpɔ:t],n./v.报告；报道,"It is reported that the population is still
increasing.",据报道人口仍在增加。,,
912,represent,[ˌreprɪˈzent],vt.代表；象征；表现,"The red lines on the map represent
railways.",这张地图上的红线代表铁路。,,
913,reputation,"[ˌrepjuˈteɪʃ
n]",n.名声，声望,"Judge Kelso has a reputation for being
strict but fair.",凯尔索法官以严格公正著称。,,
914,request,[rɪˈkwest],"n.请求；要求的事物；需
要","Passengers are requested not to smoke
on the bus",乘客请勿在公共汽车上吸烟。,,
915,require,[rɪˈkwaɪə(r)],vt.要求；需要,"Most house plants require regular
watering.",大多数室内盆栽植物需要定期浇水。,,
916,research,[rɪˈsɜ:tʃ],n./v.调查，研究,"We are searching the forest for the lost
boy while they are researching into a
maths problem.","我们在森林里寻找丢失的男孩，而他们
在探索数学难题。",,
917,resist,[rɪˈzɪst],v.抵抗；忍住；抗，耐,"He couldn't resist showing off his new
car.",他忍不住炫耀起了他的新车。,,
918,respect,[rɪˈspekt],vt./n.敬重，尊敬,Everyone should respect his teachers.,每个人都应该尊敬老师。,,
919,respond,[rɪˈspɒnd],vi.(to)回答，答复；响应,She never responded to my letter.,她从来没给我回过信。,,
920,responsibility,"[rɪˌspɒnsəˈb
ɪləti]","n.责任（心）；职责，义
务",I feel great responsibility for it .,我对这件事感到责任重大。,,
921,rest,[rest],"n.休息；剩余的人/物；安
静，安宁 vi.休息，歇息","The first question was difficult,but the rest
were pretty easy.","第一个问题很难，但其余的都相当简
单。",,
922,restaurant,[ˈrestrɒnt],n.餐馆,There is a newly-built restaurant here.,这里有一家新建的餐馆。,,
923,result,[rɪˈzʌlt],n.结果；效果 vi.造成,"It doesn't often rain in summer here. As a
result,we have to water the vegetable
garden.","这儿夏天不常下雨，因此，我们不得不
给菜园浇水。",,
924,retire,[rɪˈtaɪə(r)],vi.(from)退休；撤退,She retired early from teaching.,她从教学岗位上提前退休了。,,
925,return,[rɪˈtɜ:n],v./n.归还；返回；回报,"We give dogs time,space and love we
can spare ,and in return,dogs give us
their all.","我们把所能匀出的时间、空间和关爱给
狗，作为回报，狗把它们的一切给了我
们。",,
926,review,[rɪˈvju:],"vt.复习；复查；回顾；评
论","Let's review what we have learned in
this lesson.",咱们把本课所学的内容复习一下吧。,,
927,revolution,[ˌrevəˈlu:ʃn],n.革命,"Many people were killed in the
revolution.",很多人在革命中丧生。,,
928,reward,[rɪˈwɔ:d],n.报酬；奖赏，报答,"He received a medal in reward for his
bravery.",他因表现勇敢获得了一枚奖章。,,
929,rich,[rɪtʃ],"a.有钱的，富裕的；富饶
的",Our country is rich in natural resources.,我们国家自然资源丰富。,,
930,ride,[raɪd],"v./n.骑（马、自行车
等）；乘（车、船等）",She was riding a bicycle.,她在骑自行车。,,
931,right,[raɪt],"ad.正好；恰当地；完全
地 a.右边的；对的，正确
的 n.右边；权利","It's right of him to put up his right hand at
the right time.",他在适当的时候举起右手是对的。,,
932,ring,[rɪŋ],"v.（钟、铃）响；打电话
n.打电话；铃声；戒指",Can I ring back later？,我能过会儿再回电话吗？,,
933,ripe,[raɪp],a.成熟的，熟的,"Autumn is coming. Everything is ripe and
even our love is mature in such a
harvesting season.","秋天到了！一切都成熟了！我们的爱情
也在这收获的季节成熟了。",,
